BRCA_BRCA.Basal	BRCA_BRCA.LumA	BRCA_BRCA.LumB	COAD_GI.CIN	COAD_GI.MSI	ESCA_GI.ESCC	GBM_GBM_LGG.Classic-like	GBM_GBM_LGG.Mesenchymal-like	KICH_KICH.Eosin.0	LUAD_LUAD.3	LUAD_LUAD.6	LUSC_LUSC.classical	LUSC_LUSC.secretory	READ_GI.CIN
STK4	-0.180670965800538	0.00172864306171191	-0.00166413157192533	-0.0855739790375308	-0.290380256954325	-0.230512418451332	-0.341765480895916	-0.24919870184675	0.0090659594850221	-0.32349020833002	-0.450166112956811	0.0587206888262418	-0.265116279069767	-0.175551390037895
TFEB	-0.0496815561312009	-0.141388234797862	-0.146434702021344	-0.0723744511127464	-0.128234508994388	-0.274502861122746	-0.180111334463136	0.127812273307663	-0.281168090423236	-0.187326976424389	-0.41363687876348	-0.113354749885268	-0.340380549682875	-0.163662632077385
TPP1	-0.177586198195572	-0.0917352772092648	-0.156934564570886	-0.203701191826993	-0.301712415104481	-0.138597334288631	-0.2300395256917	-0.126718542111841	0.268519090130203	-0.507450444292549	-0.33090428756742	-0.131622941692098	-0.260756193121469	-0.116332196757649
ULK1	-0.132725348322848	-0.00590481841973126	-0.12265812774694	-0.457843586811381	-0.446713674279141	-0.163977338843127	-0.584716732542819	-0.418417126960448	-0.00567410879486863	-0.279767600820232	-0.0155542132286318	-0.250680186642878	-0.469924944792961	-0.417409300649033
VPS18	-0.0218561610526412	0.10169544420442	-0.168541294463962	-0.206786839309223	-0.00501139525845894	-0.270459618223208	-0.0202905234142816	0.0193932063339477	0.158258295300358	-0.0569387720310753	0.351555421322863	-0.282089666417618	0.122057787174066	0.114927677189899
VPS26A	0.131448941578044	0.13059188697683	0.0990562798944279	0.287949753172719	0.496852178450164	0.237132957352226	0.374308300395257	0.442253805149839	0.16997132204572	0.306493506493506	0.636665659921474	-0.0101401925331403	0.176398040914334	0.131665031539177
VPS33A	0.0627615101163459	0.20349087646799	0.0726801775222003	0.178765730612467	0.183860285336727	0.32208908982339	0.345016141469459	0.208446729202723	-0.211607252991242	0.476502956633612	0.64378751886408	0.474070674621386	0.331019415970687	0.0847156682933142
VPS8	-0.0927464900521664	0.00361942102214769	0.00116996646366895	-0.185462985182581	-0.235941474224987	0.143303362545367	-0.445849802371541	-0.425135577254772	-0.179558353204496	-0.36971975393028	-0.207037148897614	-0.0182475770069569	-0.194221282593376	-0.0285812837688063
WDR45	-0.0649193589086268	-0.0384983808887648	0.0501158298809929	0.0194607060353168	0.0810123394867804	0.0572357147836649	-0.072068511198946	0.0566878338992318	-0.418144253798978	0.268254754905108	0.210661431591664	0.0529289000129937	0.305366644539277	-0.322558574158401
WIPI1	0.239535523889047	0.131466644050722	0.0771351259935735	0.163419443096835	0.0323596071621115	0.180153521251438	0.220421607378129	0.250609793023685	0.168182799426226	0.319280917355526	-0.0544418016773401	0.296397469395637	0.122903453136011	0.206884559938589
ATP6V0D2	0.0799921451811018	0.141585793932649	-0.0494308115745587	0.0639793752181442	0.24114433331386	NA	NA	NA	0.137420194405797	0.272672898832284	-0.491637407380252	-0.0129389009426008	-0.1583565313362	0.150990899226423
IFI30	NA	NA	NA	0.10838159115089	0.30646969884179	NA	0.262373981655441	0.262776961477041	-0.125720986243645	0.144661507624198	-0.0127614589203216	0.450268310849845	0.260581501842947	0.0981115547716147
