type	subtypes	nsamples	A2M	ABCD4	ABRAXAS2	ADA	AGA	ANPEP	ANXA1	AP5B1	APOA1	APOA5	APOE	ARL8A	ATG14	ATG9B	ATP6V0D2	ATP6V1C1	B4GALT1	BBC3	BCL10	CALR3	CALU	CAMSAP2	CD68	CDIP1	CES2	CLCN6	CLCN7	CLIP2	COL14A1	COL1A1	COL1A2	COL20A1	COL21A1	COL3A1	COL5A2	COL6A2	COL6A3	CP	CPNE1	CPQ	CTNS	CTSD	DAB2	DNAJC3	EDEM1	EDEM3	EGF	FADD	FAM49B	FAS	FBN1	FGG	FLCN	FTL	GABARAPL1	GAN	GBA	GLMP	GNLY	GOLGA6A	GOLGA6B	GOLGA8J	GOLGA8N	GOLGA8R	GOLM1	GOLT1A	GOPC	GPC3	GRN	GTPBP2	HSP90AA1	IGFBP3	IGFBP5	IL23A	IL6	ITIH2	KBTBD11	KBTBD8	KLHDC7B	KLHDC8B	KLHL18	KLHL21	KLHL24	KLHL3	KLHL35	KLHL41	KLHL9	LAMP1	LAPTM5	LHFPL2	LRP1	MAN2B1	MAP1LC3B	MAP1LC3B2	MARCH8	MBTPS1	MCOLN1	NCKAP5L	NEU1	P3H1	PDCD6	PIGR	PIKFYVE	PQLC2	PRKD1	PRSS23	PSAP	RAB7A	RAB7B	RILP	RNF13	RNF152	RPTOR	RRAGD	SCG2	SERPINA1	SERPINA3	SERPINC1	SERPINE2	SGSH	SLC11A1	SLC15A4	SLC17A5	SLC36A1	SNX16	SPARCL1	SPNS1	SQSTM1	SVIL	SYVN1	TGFB2	THBS1	TMEM150A	TMEM8A	TNC	TOM1	TOR1B	TOR4A	TP53INP1	TP53INP2	TRADD	UBXN6	VAMP4	VAMP7	VCAN	VEGFD	VPS18	WDR24	WDR81	WIPI1	ZFYVE1
1	BLCA	BLCA.1	41	0.00648258202563056	0.0443592008068754	NA	0.1615692604896	0.0118227259806593	0.761154831693149	0.0243716563421752	NA	NA	NA	0.0649712854224923	0.45009045533598	NA	0.274744987285428	NA	0.0340533152843294	0.464315741691396	0.594473576315459	0.810261570327654	NA	0.0301371758268862	NA	0.201997738209501	NA	0.708515144043647	0.981456289513231	0.806467939474985	0.371022756991993	0.0150310539665444	0.785596596447816	0.636114317711926	NA	0.0472958033638487	0.64208496605707	0.912214837903063	0.361514191732369	0.837751553049041	0.899304459505246	0.509195869864814	NA	0.720277336572277	0.249058725111804	0.415155603472124	0.700465481326541	0.222382895035928	0.894630927810598	0.96675381247584	0.0117125679013913	0.0459935776171855	0.417018454253265	0.182132698826772	0.101311580051548	0.274935756005223	0.209958981267893	0.793941792530537	0.856274436955891	0.10532326027902	NA	0.981450633842478	NA	NA	NA	NA	NA	0.225765340766433	0.113052663123981	0.0221618924378287	0.754973849968728	0.830034229872091	0.0263695106997504	0.0474695291259516	0.325365518450296	0.679966498124025	0.170977083738509	0.371716500562905	NA	0.757825762495478	0.599762356783575	0.0737036676660651	0.460987506326225	0.828347236191359	0.973573988807615	0.891570422718986	0.0136965285803514	0.605410272982516	NA	0.175114511798778	0.485936744728558	0.184898046614575	0.519062165485543	0.575811740173937	0.433190183876883	0.875276728921891	0.698684235685861	NA	0.0548783215482455	0.208803112766826	0.413514046846748	0.368092011013401	NA	0.0793355184310326	0.384484807952433	0.331108729623059	NA	0.0591315314597348	0.0128196707811776	0.421747944730435	0.122390094613209	NA	0.0286624643589949	0.355936404665572	0.532603760502155	0.000214667829572884	0.108017958794245	0.674685660378029	0.48591762644307	NA	NA	0.729589267582832	0.940102746932752	0.0558223054301889	0.264657634702162	0.732525419027103	0.675185735121824	0.00143353921728814	0.0279896067345114	0.000486313470241159	0.200916382604133	0.992634167167773	0.887364946670042	0.124563600058366	0.255495040711259	0.774804166110715	NA	0.798118390917246	0.741549790206133	0.927736764103286	NA	0.019700133815821	0.650900783430752	0.913076367922832	0.150243317448726	0.235882124889237	0.385285076355536	0.22832545563579	NA	0.616549279011084	0.609621393935047	0.427164687025119	0.275908501614085	0.154743846459407
2	BLCA	BLCA.2	42	0.0687332499466732	0.363746770339273	NA	0.237697907008219	0.568975485812198	0.656910144196842	0.665073454893847	NA	NA	NA	0.302232153496261	0.00829920128956185	NA	0.700260101649015	NA	0.692375142014743	0.508675249777408	0.508363195960337	0.0220804171877288	NA	0.899468979209204	NA	0.204604298340744	NA	0.109857472142683	0.52128601086845	0.482690631609723	0.401468268428179	0.0819369912918379	0.517031154370144	0.805786087285299	NA	0.032653796639074	0.946144929675818	0.880150970846422	0.416359130785605	0.606721600021013	0.117746289896426	0.811134180308871	NA	0.231110463885932	0.800002695935382	0.570018921741205	0.557900496362587	0.493331435092217	0.607079390827548	0.421726364730026	0.431881768725381	0.353719933877018	0.273680477810946	0.712463761994802	0.528454320115512	0.083080951379627	0.481567558245271	0.73927481603529	0.23438841667172	0.0251199383635597	NA	0.584672500137022	NA	NA	NA	NA	NA	0.82897852357825	0.457657441506534	0.537394573915808	0.918857432614782	0.318792951561292	0.991872375888528	0.0302054407268628	0.0326089590556213	0.0786453396127788	0.772987750574524	0.858262909013448	NA	0.314133041118097	0.841477479242382	0.913605923913147	0.312323766990343	0.068981384341694	0.833351931687181	0.994310845358721	0.283850251506838	0.949011064239214	NA	0.785928943408611	0.137707887261085	0.22766211676426	0.97887105801042	0.389978705948225	0.747766247477218	0.265968494777504	0.681067968598862	NA	0.529301763285358	0.990247317597069	0.85489100984039	0.14172665760201	NA	0.50245382844108	0.271175954319724	0.799696024875653	NA	0.0458776984568792	0.378683768120133	0.871696053389285	0.101858389456195	NA	0.475964228155555	0.711322056604843	0.0383063749094479	0.661363996028875	0.496254294614281	0.789828790310637	0.173205652089382	NA	NA	0.147419696471204	0.458024248515833	0.922497518462524	0.685990286908084	0.0376994550317813	0.39226109624129	0.256665841975692	0.109619970047957	0.167939742185225	0.0782123440910997	0.835341493772838	0.35668317333297	0.0145022000781409	0.091234352517523	0.984152513903264	NA	0.162623509122528	0.719708872268132	0.323368644310037	NA	0.0260068604027439	0.158056744936172	0.586479487544234	0.776930652046289	0.924523517426991	0.0632183784922432	0.972778191553797	NA	0.328754930980355	0.859686575659906	0.836131054477384	0.816681275894156	0.528982639682094
3	BLCA	BLCA.3	31	0.31532786809712	0.842915044769782	NA	0.09749148787369	0.80737111244736	0.785607655324176	0.414241592186694	NA	NA	NA	0.1802001538479	0.146315999774396	NA	0.39630023506081	NA	0.662058443689189	0.45648830599923	0.0243236231763131	0.224404210175816	NA	0.654192231542582	NA	0.828606224845486	NA	0.166720924034264	0.193167688929739	0.562862800225382	0.700304523585935	0.412687628789913	0.542417851017041	0.308201768797427	NA	0.659834163365334	0.414051016654478	0.749149691238809	0.788945853641701	0.240963153877107	0.223151599189307	0.24908823613691	NA	0.0910526159115361	0.29961324510459	0.19598307643488	0.684273123082394	0.545333736269564	0.76784892696594	0.665203063836401	0.444914677396011	0.689068578330784	0.00877324965925152	0.676497471056052	0.48154237711272	0.0498400103264875	0.894643305300704	0.117585626893126	0.556990827686339	0.293470512950863	NA	0.837740099407178	NA	NA	NA	NA	NA	0.0172291880987505	0.789172706038777	0.242753038248708	0.651055998697193	0.126676860731863	0.627726362008325	0.0406132495447896	0.983579567208662	0.770633438979693	0.545333736269564	0.765659956309616	NA	0.0921687116680859	0.859825723521808	0.0425588721878168	0.671545388951306	0.15660534887081	0.655762556488272	0.736020242194265	0.576178704680107	0.885268898279281	NA	0.0424052903713852	0.107641903384972	0.0508221098691305	0.118968056307201	0.275195108765699	0.145065614112784	0.0792765303143389	0.589971652838009	NA	0.0851943769383578	0.918031442988219	0.211895931564963	0.980123262071892	NA	0.663636033008798	0.736690657692674	0.579157083776545	NA	0.904020144225799	0.175146552177938	0.01458806443732	0.256463289025435	NA	0.233893014608095	0.540992552613243	0.760695746577423	0.00103341812085875	0.292187767866623	0.856441604664595	0.674719010957722	NA	NA	0.230411447091963	0.349420544012475	0.737657461006238	0.295509002100393	0.573207295193809	0.199096312137634	0.628871135371855	0.846219349579432	0.056912016499182	0.348286920072524	0.457813416296723	0.431708806207063	0.94904014252358	0.495746379346964	0.714838686380791	NA	0.235647158817232	0.321756728626134	0.0234043464897627	NA	0.607791743192906	0.542437767286902	0.153334920929776	0.871756355432523	0.488975338326443	0.824211298905453	0.155947234915986	NA	0.966302253576983	0.613896557314623	0.974939496704489	0.252757757599932	0.28740956708152
4	BLCA	BLCA.4	15	0.313811632786844	1	NA	0.434267300891017	0.792571061577752	0.106277009219738	0.320277413570048	NA	NA	NA	0.994887248557189	0.418959708396927	NA	0.989912396489255	NA	0.949590328084518	0.449865621786534	0.792571061577752	0.340147418837509	NA	0.0644110981761851	NA	0.76299725218841	NA	0.889347647628943	0.340147418837509	0.575553597973424	0.201154828000983	0.638441625081786	0.623507583556337	0.0676161716033129	NA	0.862584774457331	0.325986623185301	0.221156810103058	0.618960689694069	0.360721478070494	0.434267300891017	0.442030420736589	NA	0.0581868103840016	0.360035735127804	0.0644110981761851	0.913240263248664	0.253519673210499	0.540611255267815	0.61120046434408	0.83955826497189	0.353785685715614	0.566727051299716	0.648201799187281	0.720648566232783	0.994887248557189	0.722179284369147	0.112629714701313	0.270772062682236	0.506673970534301	NA	0.832426178918744	NA	NA	NA	NA	NA	0.0783316001853766	0.593296302680332	0.276682020395682	0.903077033938601	0.396553278906184	0.566727051299717	0.0454251020241374	0.6847975421114	0.481914203143901	0.294889364761483	0.481914203143901	NA	0.9596637609765	0.704828419246109	0.704828419246109	0.169123039979317	0.313811632786844	0.389234502669614	0.0135118119874372	0.602383150075333	0.842456020796488	NA	0.169123039979317	0.809941904286843	0.812442880003941	0.523513367920213	0.133500682301939	0.602383150075333	0.115905942942724	0.666118795492953	NA	0.367734618943773	0.620550663675233	0.0860692259422671	0.353785685715614	NA	0.00038562691187764	0.124344747932937	0.236982292510621	NA	0.540611255267815	0.253519673210499	0.731990060110758	0.913240263248664	NA	0.648201799187281	0.923416534180934	0.575607100657109	0.340147418837509	0.602383150075333	0.247927883409865	0.903077033938601	NA	NA	0.506673970534301	0.37482475819644	0.974440096881549	0.236982292510621	0.360721478070494	0.933604324829569	0.381991519973606	0.629715517337068	0.0143531373905706	0.859416515552849	0.129691512990006	0.236982292510621	0.506673970534301	0.411416373585749	0.301117473605882	NA	0.206038316329047	0.340147418837509	0.943802108646298	NA	0.695276098851476	0.381991519973606	0.449865621786534	0.523513367920213	0.964221530060938	0.892928362903675	0.648201799187281	NA	0.704828419246109	0.333445516507359	0.714423627861307	0.191620173026864	0.0322794400736741
5	BRCA	BRCA.Normal	40	0.597948120135775	0.52895380205684	NA	0.915350285761698	0.82040779982518	0.990373967211553	0.403750230473825	NA	NA	NA	0.455513747517681	0.089224802657941	NA	0.101296591277512	0.818071715677283	0.121753277801714	0.228718476539346	0.775988942678539	0.51801957026507	NA	0.644088459846894	NA	0.317826565156197	NA	0.288419368488907	0.576725556002541	0.0118115492172636	0.0101135692899477	0.246071384899129	0.789428063994635	0.514993742433077	NA	0.0713152161479984	0.348400843133792	0.611723532910232	0.305620618671691	0.409161827234687	0.928579115426166	0.62476044767087	NA	0.354891678852796	0.544737712004695	0.0129736743876081	0.186660297476542	0.711557454468393	0.214182204011587	0.917174155010686	0.677097060035773	0.883056254345646	0.78702404749031	0.317324016424753	0.0531668660768889	0.0989956803064534	0.582030167395768	0.607291403224948	0.436457597085427	0.0930694921376684	NA	0.91443851095077	NA	NA	NA	NA	NA	0.921275696075058	0.306104967609702	0.351905238902009	0.675832140861409	0.386739202194183	0.707282004098005	0.0465935253024566	0.755792149568148	0.994269594846026	NA	0.0142117219455203	0.465122079591452	0.585638105395878	0.845064057437822	0.551928278315492	0.575147553699277	0.433890838632925	0.331998533486784	0.000148254062724392	0.0596165853270745	0.773774768436104	NA	0.0925967869750786	0.00199250514494577	0.62760765031301	0.091539966359517	0.00952653063235485	0.0756497621973482	0.820863308093858	0.41782148712983	NA	0.4506367040508	0.0463973826332165	0.104075202663909	0.835652200414671	NA	0.0373712535965086	0.233091914422482	0.041488544583188	NA	0.853194968660572	0.186858880326806	0.134885043729738	0.10695752126162	NA	0.215255141524409	0.0884097486194026	0.408853500042664	0.671622100739181	0.143390702174024	0.509946322829828	0.0870675751324676	0.234019842696543	NA	0.137097657619513	0.341417408904271	0.0813401787936832	0.949151442131213	0.0152667659800418	0.278653755463368	0.584049174026773	0.45867787595695	0.212242124551833	0.560255200718452	0.0394807139320041	0.0726866656974665	0.237499514698898	0.751627092632922	0.163462293955505	NA	0.928125838961149	0.0445165825298664	0.372833914306083	NA	0.685552062627629	0.516875110909019	0.498330568996102	0.0597963905919103	0.456939839411741	0.404593099112837	0.282059999881977	NA	0.95281193913155	0.0657991029847464	8.24895641834369e-05	0.559689545317277	0.00753206826071304
6	BRCA	BRCA.LumA	556	9.74766210030277e-06	0.0143368389616172	NA	0.839838817060469	0.0721769420067356	0.0570679502533568	0.23508238760189	NA	NA	NA	0.146421517209276	0.323410040690249	NA	0.70396032540745	0.000814233020796748	1.47830025179949e-20	0.00882944468267154	0.673867651768935	0.90821683464841	NA	0.0145855915513264	NA	0.654712676449954	NA	0.893483006515043	5.88325934073056e-09	0.000939204438182062	0.32389310258657	0.000586000018204692	0.232701375623387	0.0468942210995845	NA	0.870401119323334	0.668257509814485	0.148095892887087	0.638137329822582	0.437883289333629	0.243034371628749	0.544568090298967	NA	0.000413857977775635	0.00634324901322677	0.0793683538368576	0.274907061332012	0.0756254019797075	4.47860630264954e-13	0.0446227589635943	2.65482067712291e-12	0.000198476637937894	0.0158794032888629	0.346456207629773	0.452458056363432	0.000771666894885119	0.952762640595656	0.000822995599933149	0.239300266410351	0.370983135707004	NA	0.127678869715171	NA	NA	NA	NA	NA	0.000901466404324937	0.323096696177073	0.359869271370919	0.00769015612118784	0.000900480828476314	0.0155554276496374	7.02017280571848e-10	0.587503228196448	0.630017548355081	NA	0.0595787488340733	7.43603080390375e-05	0.644020689703898	0.110686752223516	0.645086196345725	0.000307781256194911	0.488574751484814	7.77263434442691e-05	0.000542996166949599	1.38629182818005e-12	0.118245043425352	NA	7.33130966459897e-06	0.799795288846965	0.0634254327310658	0.349816688089905	0.0364388133877669	2.47566050417292e-05	0.632994939549661	0.649056965985051	NA	0.937341695950537	0.322622217522076	0.960370059747234	0.0004474836147552	NA	0.0192413227672678	0.000232454269645725	0.000978284867748026	NA	0.187487721353325	0.774265049333765	0.0657160664021481	8.16074156440636e-05	NA	0.0559219321273207	5.57299536065539e-05	0.277170235487661	1.72264693200657e-18	0.0491637169762528	0.000491959030014509	0.148133272951813	0.382139907955804	NA	0.465891622493658	0.000274073072219769	0.0373956466206566	6.39257456304386e-10	3.34155749842654e-05	0.000640282846603424	0.215486309045109	0.0296254612389446	3.62948936556857e-06	0.0136432088730039	0.00857678417031658	0.103108898821218	0.0898481012058131	0.00715596596704677	3.08993537950872e-05	NA	0.204440728899764	0.0481322887889764	6.04444484269699e-05	NA	0.0839965617508708	0.0443796252743393	0.00473138488184899	1.05505074490272e-12	4.95672333189887e-05	3.75731641160018e-06	0.310539147771861	NA	0.0164503198719549	4.07421944966013e-08	0.00140813736776751	0.00189345667002988	0.0178990230790292
7	BRCA	BRCA.Her2	82	0.721289925244494	0.265478930770169	NA	0.133100829781047	0.374160131461334	0.301104233544948	0.204640016197075	NA	NA	NA	0.225817441859092	0.572947019182622	NA	0.387805077290235	0.0990138493941969	0.359060837574803	0.607118867167192	0.394026246552966	0.743223344669836	NA	0.0316948050137168	NA	0.283113338173728	NA	0.873233635660263	0.434364623511914	0.114043914011214	0.243154314419592	0.847382807693062	0.887311565151354	0.431944824300222	NA	0.170825257210252	0.768675975474505	0.583659866787035	0.70963457852086	0.555520825359302	0.983431327370997	0.0488473129557324	NA	0.742117644905347	0.306863285110217	0.51595398487973	0.861014742789276	0.928086282221668	0.0981712027067934	0.525558505472266	0.0751340405040045	0.313172635469684	0.454417710110185	0.267242483946895	0.391975227731828	0.0425185177653648	0.218163959765952	0.58026471958956	0.499345945723081	0.32084531921498	NA	0.450889838986482	NA	NA	NA	NA	NA	0.0691042494034884	0.802187067295354	0.753495604380028	0.813613824395149	0.393737116079974	0.166360587076528	0.43115947055979	0.45896591855914	0.937343985667586	NA	0.318107029236653	0.0153513832084032	0.221669554911617	0.041432616474633	0.341700749980792	0.604748339819673	0.731391352613296	0.618054823682217	0.761401819274985	0.0387390530576233	0.388831496308604	NA	0.501021031319014	0.510668361716622	0.312741783839648	0.888703661063757	0.370520713570755	0.997212555659332	0.314296875004318	0.581567781423324	NA	0.265386787351525	0.0632351507125967	0.175585438019985	0.478472688141557	NA	0.255040301777179	0.682628457789284	0.61415147078255	NA	0.336246005743482	0.227695780459161	0.264469245985045	0.629149276626325	NA	0.657209596925497	0.416065640117825	0.31336070985532	5.68791901280426e-08	0.93340879513125	0.336288059516724	0.914986361484832	0.700978995100784	NA	0.784816549573556	3.01757737163436e-11	0.608145301917148	0.698901476497633	0.0877649103620472	0.212984894571066	0.993573307674587	0.805266914955981	0.413687889458397	0.902369281605789	0.782653704910325	0.881576111766341	0.792590415027428	0.322309233385933	0.326650827102562	NA	0.605972951134025	0.216480809847981	0.431618128509351	NA	0.566150307091187	0.17546191982622	0.956428175593454	0.403414362235205	0.0402514250127064	0.878971350206598	0.286413859154682	NA	0.294869052691938	0.657634944464933	0.816407791475595	0.382682746199755	0.157385370130566
8	BRCA	BRCA.LumB	207	0.102176300588488	0.450056046465832	NA	0.0660494312520268	0.815110733139822	0.677515593319907	0.333611552083811	NA	NA	NA	0.726879794266487	0.224067837232252	NA	0.286553864738588	0.479372925607034	3.62407653559155e-05	0.198313825109882	0.864728310469443	0.936584444258567	NA	0.229057816700332	NA	0.588012420007584	NA	0.75960109768226	0.556715670656428	0.63005551095927	0.215730495366314	0.253099411917304	0.320414775487853	0.198648435907061	NA	0.434117048675722	0.148045557846033	0.204164177184685	0.574801535193198	0.268278211429172	0.514831950219379	0.021895282251271	NA	0.572932017659161	0.0595003137975739	0.0269651420788712	0.639966563863377	0.781005268136847	0.00019851944047188	0.435082594262748	0.0641937204540946	0.00504846323518284	0.0601798534652337	0.0956951209066927	0.110710864906437	0.388285693970267	0.873753111113099	0.810787159279798	0.0677063176631735	0.161694317869043	NA	0.0352775504125895	NA	NA	NA	NA	NA	0.156341448840537	0.255481553531738	0.326451929862404	0.997796334710135	0.982464484731876	0.849367664443599	0.029496867379241	0.024125612689874	0.920493583750001	NA	0.836756240049542	0.678878394607873	0.201628066867248	0.754686745469509	0.108084411657011	0.0142137189195036	0.32039861095172	0.524951251473435	0.0039001111002081	0.00514239533203126	0.510066181379016	NA	0.0934239157933905	0.433085976064255	0.152678559102538	0.395903457545895	0.0680459820443515	0.0161274630495462	0.938889413275367	0.277683168031563	NA	0.39065049941847	0.0319534180982987	0.915864142833363	0.16640943527526	NA	0.289977841236796	0.241094912463619	0.179826120991997	NA	0.363707340089078	0.0921140983646337	0.486277749449494	0.0734869535087692	NA	0.174417237890881	0.0672994333650396	0.838975165821909	4.2703961514161e-10	0.245848294764647	0.381535206152493	0.0460989574203414	0.603243288001739	NA	0.28451783213719	2.41853953844792e-05	0.165340617056336	0.136626216659942	0.13349421719056	0.706929746455332	0.0355421679628277	0.31931180120151	6.06025815751661e-05	0.185993918167879	0.298693292762731	0.075797887111832	0.248801603970641	0.151042890339158	0.289547257698988	NA	0.34991862605096	0.1910349284181	0.454683088096227	NA	0.115853680249399	0.00666246901521328	0.355679908713353	0.00227643421711702	0.145089104191087	0.501313932886688	0.162913029333777	NA	0.0151993126247227	0.627076746458516	0.330664298220873	0.269286284695137	0.130162106383409
9	BRCA	BRCA.Basal	187	0.000198003280422761	0.350952546440774	NA	0.899122662230297	0.00609985528972245	0.533392182623837	0.575360456795134	NA	NA	NA	0.0375917977908286	0.860692265315266	NA	0.743416681102685	0.276468655816151	0.249130082600234	0.91963432657825	0.949292265093029	0.902546927591455	NA	0.82141539028185	NA	0.866689606842647	NA	0.0456233933747436	0.115210909158158	0.0737445224580637	0.742657080230704	0.000237315696972747	0.0817098006235467	0.136038129620297	NA	0.0105801084410802	0.113529404910799	0.0945283624128071	0.381520205723427	0.0109691372906272	0.444904617499862	0.365779802380179	NA	0.0787758607829199	0.470893181945436	0.0118435880621471	0.37314932162364	0.957855113430282	0.474739347360665	0.876449067337066	0.181940331170482	0.0339653051336012	0.0495188795098464	0.00329619471314739	0.654729111861708	0.21201944602101	0.732761047358414	0.0228569938524498	0.624803926662046	0.828138009677318	NA	0.249016355174006	NA	NA	NA	NA	NA	0.882601696662855	0.0192293985282602	0.667232658632205	0.560415108606794	0.47995563186576	0.22860194388579	0.0176346498103548	0.765060536589992	0.167313258489473	NA	0.622487354235469	0.536456995953373	0.73875011594434	0.64906856935905	0.0823315986721099	0.48872088337545	0.986038688825877	0.715290622510564	0.0279023997332529	1.95275709425657e-05	0.0912501299053813	NA	0.183453404840239	0.813570336622417	0.907874624064507	0.156685696751008	0.00182756189475198	0.751345814182313	0.0429069635233968	0.430769148425208	NA	0.170823296240317	0.122650864339109	0.0101954175636892	0.000655740364464384	NA	0.533323202449724	0.441769394603011	0.0478099876395082	NA	0.53555987015984	0.0368564107770576	0.900557040467018	0.105492044791749	NA	0.896843759886807	0.308653938969881	0.276501595714845	1.12529010364275e-15	0.429717695685127	0.0026035731313881	0.240663707318297	0.0086895913320001	NA	0.725677628759022	0.00032048347883075	0.178880631482624	0.149854882625596	0.247164574445696	0.829312597586691	0.530932305504313	4.00821003969853e-05	0.273613950888036	0.495133514496859	0.0154725671692137	0.214060369716978	0.0778057781280556	0.573110055068565	0.19910216143928	NA	0.0406640859961123	0.665500682205304	0.720858989287415	NA	0.141488024063446	0.0438490048375271	0.938097726062495	0.947476302694855	0.102311796100494	0.377101771176549	0.00157383352491519	NA	0.766535253546568	0.125493891755003	0.546128921709192	0.000960535771836906	0.364781525561906
10	COAD	GI.CIN	225	1.01158840262337e-05	0.608163610658899	NA	2.76263906765241e-05	0.00220283908992233	0.754355783287562	0.291378167285664	NA	0.146238920629001	NA	0.954183929256672	0.000384551106464092	NA	0.943271997989475	0.339413629684315	4.82846596239933e-05	0.0130445904671227	0.0122050150061843	0.274209945468197	NA	0.00746568294791453	NA	0.0157587692453748	NA	0.135157826633705	0.0329326866017469	0.494246855719752	1.68414639961421e-09	1.95079522243152e-05	0.000320978739654963	0.000270065645159884	NA	0.105085016952084	0.000176851182870776	0.000177862141752107	0.000554993053388168	2.30758846109898e-05	0.811378663485397	0.243431826802966	NA	0.113527644947768	0.000138683379213267	0.00115359968509712	0.754167303735185	0.00033084789269303	1.14216236467324e-07	9.86296593405286e-05	3.57845099907159e-07	3.92792685069729e-13	0.704516864936855	5.78014720527866e-05	NA	0.8136169412569	0.949598377369952	0.000216107665323178	0.914181120916578	0.445075877370019	NA	0.358106434633233	NA	NA	NA	NA	NA	0.682523664890579	0.0895364505008902	0.0190443103525016	0.316714512290849	0.0791782427416847	0.09617486459728	0.341175900641113	0.00020454830618127	3.67777623254528e-07	0.219862746633602	0.643893621103216	NA	0.479469300564884	1.27717843039585e-05	0.219087031214747	0.0837370143906367	0.303781357074755	0.0384649225188199	0.000104374478797017	0.00562848548918583	0.00335745708215708	NA	0.192534283795604	0.811396751167138	0.436798618688626	0.00010857739029206	1.33232856937417e-13	3.56995604448163e-06	0.509503420900227	0.0676588503200161	NA	0.000158886814647498	0.953463522923716	6.34367016567151e-06	0.00017530676888482	NA	0.00959513627937265	0.106453737454322	3.98665876482484e-07	NA	7.96620068764635e-05	0.760023651854797	0.00602944442751497	0.678103095888591	NA	0.129262289433793	0.000759743388723421	0.000218427294775	0.00573323271405201	0.934600575111978	3.15898736320353e-06	0.131669506907201	NA	NA	0.10695226114423	0.066496396107188	0.476007816827111	0.00960199481040252	0.171662186001905	0.940649140316907	3.66207100014113e-05	0.00148047324669828	0.00297892473996913	0.0303710703982988	6.43589661077531e-06	0.00473480865744267	1.00887600560283e-06	0.0162640616062934	0.092475970427079	NA	0.00194557350395201	0.191799697059362	0.0754148537658834	NA	0.000110070651622064	0.000232138431836778	0.0191483825884053	0.197906532953265	0.0391477507773248	7.27724184769188e-05	1.72965676388866e-05	NA	0.00181897839109415	0.0438134885536015	1.22534450419256e-05	0.0141214447075147	0.00434258813384998
